	Assay	Cell Type	Molecule
1207	CHIP	ChIP-seq Rpc4 , ZT18, rep1, CONTROL / Liver / .	.
1208	CHIP	ChIP-seq Rpc4 , ZT22, rep1, CONTROL / Liver / .	.
1209	CHIP	ChIP-seq Rpc4 , ZT02, rep1, CONSTANTLY FED / Liver / .	.
1210	CHIP	ChIP-seq Rpc4 , ZT06, rep1, CONSTANTLY FED / Liver / .	.
1211	CHIP	ChIP-seq Rpc4 , ZT10, rep1, CONSTANTLY FED / Liver / .	.
1212	CHIP	ChIP-seq Rpc4 , ZT14, rep1, CONSTANTLY FED / Liver / .	.
1213	CHIP	ChIP-seq Rpc4 , ZT18, rep1, CONSTANTLY FED / Liver / .	.
1214	CHIP	ChIP-seq Rpc4 , ZT22, rep1, CONSTANTLY FED / Liver / .	.
1215	CHIP	ChIP-seq Rpc4 , ZT26, rep1, CONSTANTLY FED / Liver / .	.
1216	CHIP	ChIP-seq Rpc4 , ZT02, rep1, Arntl KO / Liver / .	.
1217	CHIP	ChIP-seq Rpc4 , ZT06, rep1, Arntl KO / Liver / .	.
1218	CHIP	ChIP-seq Rpc4 , ZT10, rep1, Arntl KO / Liver / .	.
1219	CHIP	ChIP-seq Rpc4 , ZT14, rep1, Arntl KO / Liver / .	.
1220	CHIP	ChIP-seq Rpc4 , ZT18, rep1, Arntl KO / Liver / .	.
1221	CHIP	ChIP-seq Rpc4 , ZT22, rep1, Arntl KO / Liver / .	.
1222	CHIP	ChIP-seq Rpc4 , ZT02, rep1, Maf1 KO / Liver / .	.
1223	CHIP	ChIP-seq Rpc4 , ZT06, rep1, Maf1 KO / Liver / .	.
1224	CHIP	ChIP-seq Rpc4 , ZT10, rep1, Maf1 KO / Liver / .	.
1225	CHIP	ChIP-seq Rpc4 , ZT14, rep1, Maf1 KO / Liver / .	.
1226	CHIP	ChIP-seq Rpc4 , ZT18, rep1, Maf1 KO / Liver / .	.
1227	CHIP	ChIP-seq Rpc4 , ZT22, rep1, Maf1 KO / Liver / .	.
1228	CHIP	Bmal1_ZT4 control rep1 / gastrocnemius / .	Bmal1
1229	CHIP	RNAP2_ZT4 control rep1 / gastrocnemius / .	RNA
1230	CHIP	Reverba_ZT8 control REP1 / gastrocnemius / .	Rev-erba
1231	CHIP	HDAC3 ChIP at ZT10-1 / Liver / .	.
1232	CHIP	HDAC3 ChIP at ZT22-1 / Liver / .	.
1233	CHIP	NCoR ChIP at ZT10 / Liver / .	.
1234	CHIP	NCoR ChIP at ZT22 / Liver / .	.
1235	CHIP	Rev-erba ChIP at ZT10 / Liver / .	.
1236	CHIP	Rev-erba ChIP at ZT22 / Liver / .	.
1237	CHIP	Pol II ChIP at ZT10 / Liver / .	.
1238	CHIP	Pol II ChIP at ZT22 / Liver / .	.
1239	CHIP	H3K9ac at ZT10 / Liver / .	.
1240	CHIP	H3K9ac at ZT22 / Liver / .	.
1241	CHIP	H3K9ac in HDAC3 KO liver at ZT10 / Liver / .	.
1242	CHIP	REV-ERB alpha / liver_REV-ERB alpha_ChIP / .	REV-ERB
1243	CHIP	REV-ERB beta / liver_REV-ERB beta_ChIP / .	REV-ERB
1244	CHIP	LXR ChIP WT Bexarotene / C57BL/6 wild type mouse liver / .	.
1245	CHIP	LXR ChIP WT Control / C57BL/6 wild type mouse liver / .	.
1246	CHIP	LXR ChIP WT T0901317 / C57BL/6 wild type mouse liver / .	.
1247	CHIP	PPARalpha ChIP WT Control / C57BL/6 wild type mouse liver / .	.
1248	CHIP	PPARalpha ChIP LXRdKO Control / C57BL/6 LXRdKO mouse liver / .	.
1249	CHIP	RXR ChIP WT Bexarotene / C57BL/6 wild type mouse liver / .	.
1250	CHIP	RXR ChIP WT Control / C57BL/6 wild type mouse liver / .	.
1251	CHIP	RXR ChIP WT T0901317 / C57BL/6 wild type mouse liver / .	.
1252	CHIP	RXR ChIP LXRdKO Bexarotene / C57BL/6 LXRdKO mouse liver / .	.
1253	CHIP	RXR ChIP LXRdKO Control / C57BL/6 LXRdKO mouse liver / .	.
1254	CHIP	RXR ChIP LXRdKO T0901317 / C57BL/6 LXRdKO mouse liver / .	.
1255	CHIP	RNAPolII ChIP WT Control replicate 1 / C57BL/6 wild type mouse liver / .	.
1256	CHIP	RNAPolII ChIP WT Bexarotene replicate 1 / C57BL/6 wild type mouse liver / .	.
1257	CHIP	RNAPolII ChIP WT T0901317 replicate 1 / C57BL/6 wild type mouse liver / .	.
1258	CHIP	RNAPolII ChIP LXRdKO Control replicate 1 / C57BL/6 LXRdKO mouse liver / .	.
1259	CHIP	RNAPolII ChIP LXRdKO Bexarotene replicate 1 / C57BL/6 LXRdKO mouse liver / .	.
1260	CHIP	RNAPolII ChIP LXRdKO T0901317 replicate 1 / C57BL/6 LXRdKO mouse liver / .	.
1261	CHIP	Chop+/+ Tm ChIP-seq / Mouse embronic fibroblast / Mouse embryonic fibroblast	CHOP
1262	CHIP	Chop -/- Tm ChIP-seq / Mouse embronic fibroblast / Mouse embryonic fibroblast	CHOP
1263	CHIP	Atf4+/+ Tm ChIP-seq / Mouse embronic fibroblast / Mouse embryonic fibroblast	ATF4
1264	CHIP	Atf4-/ Tm ChIP-seq / Mouse embronic fibroblast / Mouse embryonic fibroblast	ATF4
1265	CHIP	Polr2b_ZT02 / RPB2 IP / .	RPB2
1266	CHIP	Polr2b_ZT06 / RPB2 IP / .	RPB2
1267	CHIP	Polr2b_ZT10 / RPB2 IP / .	RPB2
1268	CHIP	Polr2b_ZT14 / RPB2 IP / .	RPB2
1269	CHIP	Polr2b_ZT18 / RPB2 IP / .	RPB2
1270	CHIP	Polr2b_ZT22 / RPB2 IP / .	RPB2
1271	CHIP	Polr2b_ZT26 / RPB2 IP / .	RPB2
1272	CHIP	H3K4me3_ZT02 / H3K4me3 IP / .	H3K4me3
1273	CHIP	H3K4me3_ZT06 / H3K4me3 IP / .	H3K4me3
1274	CHIP	H3K4me3_ZT10 / H3K4me3 IP / .	H3K4me3
1275	CHIP	H3K4me3_ZT14 / H3K4me3 IP / .	H3K4me3
1276	CHIP	H3K4me3_ZT18 / H3K4me3 IP / .	H3K4me3
1277	CHIP	H3K4me3_ZT22 / H3K4me3 IP / .	H3K4me3
1278	CHIP	H3K4me3_ZT26 / H3K4me3 IP / .	H3K4me3
1279	CHIP	H3K36me3_ZT02 / H3K36me3 IP / .	H3K36me3
1280	CHIP	H3K36me3_ZT06 / H3K36me3 IP / .	H3K36me3
1281	CHIP	H3K36me3_ZT10 / H3K36me3 IP / .	H3K36me3
1282	CHIP	H3K36me3_ZT14 / H3K36me3 IP / .	H3K36me3
1283	CHIP	H3K36me3_ZT18 / H3K36me3 IP / .	H3K36me3
1284	CHIP	H3K36me3_ZT22 / H3K36me3 IP / .	H3K36me3
1285	CHIP	H3K36me3_ZT26 / H3K36me3 IP / .	H3K36me3
1286	CAGE	placenta, adult pregnant day17	
1287	CAGE	spleen, adult	
1288	CAGE	liver, adult pregnant day01	
1289	CAGE	cecum, adult	
1290	CAGE	colon, adult	
1291	CAGE	submandibular gland, adult	
1292	CAGE	prostate, adult	
1293	CAGE	thymus, adult	
1294	CAGE	placenta, adult pregnant day10	
1295	CAGE	cortex, adult	
1296	CAGE	lung, adult	
1297	CAGE	accessory axillary lymph node, adult	
1298	CAGE	mammary gland, adult pregnant day19	
1299	CAGE	medulla oblongata, adult	
1300	CAGE	hippocampus, adult	
1301	CAGE	mammary gland, adult lactating day02	
1302	CAGE	urinary bladder, adult	
1303	CAGE	diencephalon, adult	
1304	CAGE	bone (os femoris), adult	
1305	CAGE	eyeball, adult	
1306	CAGE	pancreas, adult	
1307	CAGE	corpus striatum, adult	
1308	CAGE	amnion, adult pregnant day17.5	
1309	CAGE	olfactory brain, adult	
1310	CAGE	epididymis, adult	
1311	CAGE	vesicular gland, adult	
1312	CAGE	skin, adult	
1313	CAGE	pituitary gland, adult	
1314	CAGE	cerebellum, adult	
1315	CAGE	intestine, adult	
1316	CAGE	uterus, adult pregnant day19	
1317	CAGE	aorta, adult	
1318	CAGE	tongue, adult	
1319	CAGE	oviduct, adult pregnant day01	
1320	CAGE	corpora quadrigemina, adult	
1321	CAGE	vagina, adult	
1322	CAGE	stomach, adult	
1323	CAGE	testis, adult	
1324	CAGE	spinal cord, adult	
1325	CAGE	intestinal mucosa, adult	
1326	CAGE	ovary, adult	
1327	CAGE	adrenal gland, adult	
1328	CAGE	uterus, adult	
1329	CAGE	liver, embryo E17	
1330	CAGE	whole body, embryo E13	
1331	CAGE	whole body, embryo E17.5	
1332	CAGE	whole body, embryo E16	
1333	CAGE	whole body, neonate N06	
1334	CAGE	whole body, embryo E18	
1335	CAGE	whole body, embryo E17	
1336	CAGE	whole body, neonate N10	
1337	CAGE	whole body, embryo E14	
1338	CAGE	liver, embryo E15	
1339	CAGE	eyeball, embryo E14	
1340	CAGE	lung, embryo E12	
1341	CAGE	liver, embryo E16	
1342	CAGE	liver, embryo E13	
1343	CAGE	whole body, neonate N00	
1344	CAGE	intestine, embryo E18	
1345	CAGE	whole body, neonate N01	
1346	CAGE	forelimb, embryo E14	
1347	CAGE	whole body, embryo E14.5	
1348	CAGE	liver, embryo E18	
1349	CAGE	pancreas, embryo E18	
1350	CAGE	thymus, embryo E17	
1351	CAGE	intestine, embryo E17	
1352	CAGE	lung, embryo E18	
1353	CAGE	kidney, embryo E16	
1354	CAGE	intestine, embryo E16	
1355	CAGE	heart, embryo E11	
1356	CAGE	whole body, embryo E12	
1357	CAGE	stomach, embryo E12	
1358	CAGE	forelimb, embryo E13	
1359	CAGE	pituitary gland, embryo E15	
1360	CAGE	eyeball, embryo E15	
1361	CAGE	liver, embryo E14	
1362	CAGE	thymus, embryo E18	
1363	CAGE	forelimb, embryo E11	
1364	CAGE	heart, embryo E14	
1365	CAGE	forelimb, embryo E17	
1366	CAGE	pancreas, embryo E17	
1367	CAGE	forelimb, embryo E12	
1368	CAGE	liver, embryo E12	
1369	CAGE	intestine, embryo E15	
1370	CAGE	stomach, embryo E15	
1371	CAGE	lung, embryo E14	
1372	CAGE	lung, embryo E17	
1373	CAGE	kidney, embryo E14	
1374	CAGE	Clontech Mouse Universal Reference Total RNA, pool1	
1375	CAGE	SABiosciences XpressRef Mouse Universal Total RNA, pool1	
1376	CAGE	Universal RNA - Mouse Normal Tissues Biochain, pool1	
1377	CAGE	kidney, embryo E15	
1378	CAGE	lung, embryo E16	
1379	CAGE	stomach, embryo E18	
1380	CAGE	kidney, embryo E18	
1381	CAGE	thymus, embryo E16	
1382	CAGE	pancreas, embryo E16	
1383	CAGE	adrenal gland, embryo E16	
1384	CAGE	thymus, embryo E15	
1385	CAGE	stomach, embryo E17	
1386	CAGE	forelimb, embryo E15	
1387	CAGE	forelimb, embryo E18	
1388	CAGE	pituitary gland, embryo E13	
1389	CAGE	intestine, embryo E13	
1390	CAGE	spleen, embryo E18	
1391	CAGE	pancreas, embryo E14	
1392	CAGE	heart, embryo E13	
1393	CAGE	whole body, embryo E11	
1394	CAGE	heart, embryo E12	
1395	CAGE	eyeball, embryo E12	
1396	CAGE	heart, embryo E15	
1397	CAGE	pituitary gland, embryo E12	
1398	CAGE	intestine, embryo E12	
1399	CAGE	lung, embryo E15	
1400	CAGE	heart, embryo E16	
1401	CAGE	stomach, embryo E16	
1402	CAGE	eyeball, embryo E17	
1403	CAGE	heart, embryo E17	
1404	CAGE	adrenal gland, embryo E18	
1405	CAGE	testis, embryo E18	
1406	CAGE	kidney, embryo E17	
1407	CAGE	testis, embryo E17	
1408	CAGE	heart, embryo E18	
1409	CAGE	testis, embryo E13	
1410	CAGE	testis, embryo E16	
1411	CAGE	testis, embryo E15	
1412	CAGE	spleen, embryo E16	
1413	CAGE	pituitary gland, embryo E16	
1414	CAGE	pituitary gland, embryo E14	
1415	CAGE	adrenal gland, embryo E14	
1416	CAGE	pituitary gland, embryo E17	
1417	CAGE	ovary, embryo E18	
1418	CAGE	thymus, embryo E14	
1419	CAGE	pancreas, embryo E15	
1420	CAGE	adrenal gland, embryo E17	
1421	CAGE	gonad, embryo E13	
1422	CAGE	Mouse Aortic Smooth Muscle cells - differentiated, biol_	
1423	CAGE	mouse fibroblast cell line: CRL-1658 NIH/3T3	
1424	CAGE	pancreas, neonate N25	
1425	CAGE	intestine, neonate N07	
1426	CAGE	skin, neonate N06	
1427	CAGE	intestine, neonate N10	
1428	CAGE	spleen, neonate N25	
1429	CAGE	liver, neonate N06	
1430	CAGE	intestine, neonate N06	
1431	CAGE	liver, neonate N07	
1432	CAGE	stomach, neonate N25	
1433	CAGE	pancreas, neonate N00	
1434	CAGE	liver, neonate N30	
1435	CAGE	cortex, neonate N30	
1436	CAGE	skin, neonate N10	
1437	CAGE	lung, neonate N20	
1438	CAGE	testis, neonate N20	
1439	CAGE	lung, neonate N07	
1440	CAGE	spleen, neonate N20	
1441	CAGE	kidney, neonate N20	
1442	CAGE	small intestine, neonate N16	
1443	CAGE	liver, neonate N10	
1444	CAGE	spleen, neonate N10	
1445	CAGE	liver, neonate N00	
1446	CAGE	heart, neonate N10	
1447	CAGE	lung, neonate N25	
1448	CAGE	intestine, neonate N25	
1449	CAGE	kidney, neonate N25	
1450	CAGE	liver, neonate N03	
1451	CAGE	skin, neonate N00	
1452	CAGE	thymus, neonate N25	
1453	CAGE	intestine, neonate N00	
1454	CAGE	heart, neonate N20	
1455	CAGE	muscle (biceps femoris), neonate N30	
1456	CAGE	testis, neonate N30	
1457	CAGE	intestine, neonate N30	
1458	CAGE	thymus, neonate N30	
1459	CAGE	lung, neonate N30	
1460	CAGE	stomach, neonate N30	
1461	CAGE	cerebellum, neonate N30	
1462	CAGE	pancreas, neonate N16	
1463	CAGE	thymus, neonate N03	
1464	CAGE	pancreas, neonate N01	
1465	CAGE	pancreas, neonate N02	
1466	CAGE	eyeball, neonate N01	
1467	CAGE	thymus, neonate N02	
1468	CAGE	pancreas, neonate N30	
1469	CAGE	thymus, neonate N20	
1470	CAGE	intestine, neonate N20	
1471	CAGE	eyeball, neonate N16	
1472	CAGE	testis, neonate N00	
1473	CAGE	pituitary gland, neonate N00	
1474	CAGE	adrenal gland, neonate N00	
1475	CAGE	intestine, neonate N01	
1476	CAGE	stomach, neonate N03	
1477	CAGE	thymus, neonate N10	
1478	CAGE	bone (os femoris), neonate N20	
1479	CAGE	heart, neonate N25	
1480	CAGE	thymus, neonate N06	
1481	CAGE	liver, neonate N25	
1482	CAGE	epididymis and seminiferous tubule, neonate N30	
1483	CAGE	medulla oblongata, neonate N30	
1484	CAGE	diencephalon, neonate N30	
1485	CAGE	heart, neonate N30	
1486	CAGE	kidney, neonate N30	
1487	CAGE	testis, neonate N10	
1488	CAGE	eyeball, neonate N02	
1489	CAGE	kidney, neonate N10	
1490	CAGE	eyeball, neonate N00	
1491	CAGE	heart, neonate N16	
1492	CAGE	stomach, neonate N07	
1493	CAGE	thymus, neonate N07	
1494	CAGE	lung, neonate N06	
1495	CAGE	heart, neonate N00	
1496	CAGE	kidney, neonate N00	
1497	CAGE	skin, neonate N03	
1498	CAGE	ovary, neonate N00	
1499	CAGE	epididymis and seminiferous tubule, neonate N00	
1500	CAGE	lung, neonate N10	
1501	CAGE	liver, neonate N20	
1502	CAGE	heart, neonate N03	
1503	CAGE	testis, neonate N07	
1504	CAGE	adrenal gland, neonate N25	
1505	CAGE	lung, neonate N00	
1506	CAGE	bone (os femoris), neonate N16	
1507	CAGE	corpus striatum, neonate N00	
1508	CAGE	bone (os femoris), neonate N02	
1509	CAGE	hippocampus, neonate N00	
1510	CAGE	Mouse Aortic Smooth Muscle cells,	
1511	CAGE	Astrocytes,	
1512	CAGE	granulocyte macrophage progenitor GMP, biol_	
1513	CAGE	Inner ear stem cells, 1st generation stem cells, pool1	
1514	CAGE	Mouse Neurons - cortical,	
1515	CAGE	Mouse Astrocytes - cerebellar,	
1516	CAGE	Mouse Astrocytes - hippocampus,	
1517	CAGE	Mouse Astrocytes,	
1518	CAGE	Mouse Granule cells,	
1519	CAGE	Mouse Meningeal cells,	
1520	CAGE	Mouse Neurons - hippocampal,	
1521	CAGE	Mouse Neurons - striatal,	
1522	CAGE	Mouse Neurons - ventral spinal cord,	
1523	CAGE	Mouse Schwann,	
1524	CAGE	Mouse Embryonic fibroblasts,	
1525	CAGE	Inner ear stem cells, differentiation, day03, pool1	
1526	CAGE	Inner ear stem cells, differentiation, day10, pool1	
1527	CAGE	MC1+Gr1+ myeloid-derived suppressor cells cancer,  (0127 3LL)	
1528	CAGE	common myeloid progenitor CMP, biol_	
1529	CAGE	Mouse Cardiac Myocytes,	
1530	CAGE	natural helper cells, IL2 treated, day15, biol_, tech_rep1	
1531	CAGE	natural helper cells, naive, biol_, tech_rep1	
1532	CAGE	Sox2+ Supporting cells - organ of corti, pool1	
1533	CAGE	Atoh1+ Inner ear hair cells - organ of corti, pool1	
1534	CAGE	stem cell (cKit+ Sca1- lineage-) KSL, biol_	
1535	CAGE	MC1+Gr1+ myeloid-derived suppressor cells cancer,  (10,11,12 3LL)	
1536	CAGE	MC1+Gr1+ myeloid-derived suppressor cells control,  (4,5,6PBS)	
1537	CAGE	MC1+Gr1+ myeloid-derived suppressor cells control,  (0127 PBS)	
1538	CAGE	MC1+Gr1+ myeloid-derived suppressor cells cancer,  (0128 3LL)	
1539	CAGE	MC1+Gr1+ myeloid-derived suppressor cells control,  (0128 PBS)	
1540	CAGE	Inner ear stem cells, 4th generation stem cells, pool1	
1541	CAGE	Lgr5 positive intestinal stem cells, pool1	
1542	CAGE	Lgr5 positive intestinal stem cells, pool2	
1543	CAGE	Lgr5 positive intestinal stem cells, pool3	
1544	CAGE	natural helper cells, IL2 treated, day15, biol_, tech_	
1545	CAGE	natural helper cells, IL33 treated, day02, biol_, tech_rep1	
1546	CAGE	natural helper cells, IL33 treated, 01hr, biol_, tech_	
1547	CAGE	Mouse Neurons - substantia nigra, , tech_	
1548	CAGE	Mouse Neurons - substantia nigra,	
1549	CAGE	Mouse hepatocyte,	
1550	CAGE	Mouse Mesenchymal stem cells - bone marrow derived,	
1551	CAGE	Mouse Microglia,	
1552	CAGE	Mouse Neurons - dorsal spinal cord,	
1553	CAGE	Mouse Neurons - raphe,	
1554	CAGE	cerebellum, embryo E17, biol_ (E17R1)	
1555	CAGE	cerebellum, neonate N06, biol_ (P6R1)	
1556	CAGE	cerebellum, neonate N09, biol_ (P9R1)	
1557	CAGE	Neurons - substantia nigra, , tech_	
1558	CAGE	cerebellum, embryo E11, biol_ (E11R1)	
1559	CAGE	cerebellum, embryo E12, biol_ (E12R1)	
1560	CAGE	cerebellum, embryo E13, biol_ (E13R1)	
1561	CAGE	cerebellum, embryo E14, biol_ (E14R1)	
1562	CAGE	cerebellum, embryo E15, biol_ (E15R1)	
1563	CAGE	cerebellum, embryo E18, biol_ (E18R1)	
1564	CAGE	cerebellum, neonate N00, biol_ (P0R1)	
1565	CAGE	cerebellum, embryo E16, biol_ (E16R1)	
1566	CAGE	cerebellum, neonate N03, biol_ (P3R1)	
1567	CAGE	cerebellum, embryo E11, biol_ (E11R2)	
1568	CAGE	cerebellum, embryo E12, biol_ (E12R2)	
1569	CAGE	cerebellum, embryo E13, biol_ (E13R2)	
1570	CAGE	cerebellum, embryo E14, biol_ (E14R2)	
1571	CAGE	cerebellum, embryo E15, biol_ (E15R2)	
1572	CAGE	cerebellum, embryo E16, biol_ (E16R2)	
1573	CAGE	cerebellum, embryo E17, biol_ (E17R2)	
1574	CAGE	cerebellum, embryo E18, biol_ (E18R2)	
1575	CAGE	cerebellum, neonate N00, biol_ (P0R2)	
1576	CAGE	cerebellum, neonate N03, biol_ (P3R2)	
1577	CAGE	cerebellum, neonate N06, biol_ (P6R2)	
1578	CAGE	cerebellum, neonate N09, biol_ (P9R2)	
1579	CAGE	cerebellum, embryo E11, biol_ (E11R3)	
1580	CAGE	cerebellum, embryo E12, biol_ (E12R3)	
1581	CAGE	cerebellum, embryo E13, biol_ (E13R3)	
1582	CAGE	cerebellum, embryo E14, biol_ (E14R3)	
1583	CAGE	cerebellum, embryo E15, biol_ (E15R3)	
1584	CAGE	cerebellum, embryo E16, biol_ (E16R3)	
1585	CAGE	cerebellum, embryo E17, biol_ (E17R3)	
1586	CAGE	cerebellum, embryo E18, biol_ (E18R3)	
1587	CAGE	cerebellum, neonate N00, biol_ (P0R3)	
1588	CAGE	cerebellum, neonate N03, biol_ (P3R3)	
1589	CAGE	cerebellum, neonate N06, biol_ (P6R3)	
1590	CAGE	cerebellum, neonate N09, biol_ (P9R3)	
1591	CAGE	visual cortex - wildtype, neonate N15,	
1592	CAGE	visual cortex - wildtype, neonate N30,	
1593	CAGE	visual cortex - wildtype, neonate N60-70,	
1594	CAGE	visual cortex - Mecp knockout, neonate N15,	
1595	CAGE	visual cortex - Mecp knockout, neonate N30,	
1596	CAGE	visual cortex - Mecp knockout, neonate N60-70,	
1597	CAGE	CD41+ megakaryocyte cancer,	
1598	CAGE	neurospheres - sympathetic neuron derived, biol_	
1599	CAGE	neurospheres - parasympathetic neuron derived, biol_	
1600	CAGE	neurospheres - enteric neuron derived, biol_	
1601	CAGE	Mouse hepatic Stellate Cells (lipocyte),	
1602	CAGE	CD326+ enterocyte, pool2	
1603	CAGE	Ileum epithelium, pool1	
1604	CAGE	Follicle Associated Epithelium, pool3	
1605	CAGE	CD41+ megakaryocyte control,	
1606	CAGE	Mouse hepatic Sinusoidal Endothelial Cells,	
1607	CAGE	CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool2	
1608	CAGE	Follicle Associated Epithelium, pool2	
1609	CAGE	CD4+CD25-CD44- naive conventional T cells, pool1 (C57BL_6J)	
1610	CAGE	CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool1 (C57BL_6J)	
1611	CAGE	CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL_6J)	
1612	CAGE	CD4+CD25-CD44- naive conventional T cells, pool2 (Balb_cAJcl)	
1613	CAGE	CD4+CD25+ regulatory T cells, pool2 (Balb_cAJcl)	
1614	CAGE	CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool2 (Balb_cAJcl)	
1615	CAGE	CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool2 (Balb_cAJcl)	
1616	CAGE	GP2+ M cell, pool1	
1617	CAGE	GP2+ M cell, pool2	
1618	CAGE	Ileum epithelium, pool2	
1619	CAGE	CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool2	
1620	CAGE	CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool1	
1621	CAGE	GP2+ M cell, pool3	
1622	CAGE	CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool1	
1623	CAGE	Mouse CD4+ T Cells,	
1624	CAGE	Mouse CD8+ T Cells,	
1625	CAGE	Mouse CD19+ B Cells,	
1626	CAGE	CD326+ enterocyte, pool1	
1627	CAGE	CD4+CD25+ regulatory T cells, pool1 (C57BL_6J)	
1628	CAGE	macrophage, bone marrow derived	
1629	CAGE	osteoclast, bone marrow derived	
1630	CAGE	CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL 6J)	
1631	CAGE	Neurons - spiral ganglion, pool1	
1632	CAGE	CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (BalbcA)	
1633	CAGE	CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (C57BL 6J)	
1634	CAGE	CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (BalbcA)	
1635	CAGE	natural helper cells, IL2 treated, day15, biol_, tech_rep2	
1636	CAGE	natural helper cells, IL33 treated, day02, biol_, tech_rep2	
1637	CAGE	natural helper cells, IL33 treated, 01hr, biol_, tech_rep2	
1638	CAGE	natural helper cells, naive, biol_, tech_rep2	
1639	CAGE	natural helper cells, IL33 treated, day02, biol_, tech_	
1640	CAGE	natural helper cells, naive, biol_, tech_	
1641	CAGE	natural helper cells, IL2 treated, day15, biol_, tech_rep3	
1642	CAGE	natural helper cells, naive, biol_, tech_rep3	
